42;С;Компилируемый статически типизированный язык программирования общего назначения.;Язык программирования Си разрабатывался в период с 1969 по 1973 годы в лабораториях Bell Labs, и к 1973 году на этот язык была переписана большая часть ядра UNIX, первоначально написанного на ассемблере PDP-11/20. Название языка стало логическим продолжением старого языка «Би», многие особенности которого были положены в основу.;False
43;Java;Строго типизированный объектно-ориентированный язык программирования общего назначения, разработанный компанией Sun Microsystems (в последующем приобретённой компанией Oracle).;"Разработка Java началась в 1990 году, первая официальная версия — Java 1.0, — была выпущена только 21 января 1996 года. С середины 1990-х годов язык стал широко использоваться для написания клиентских приложений и серверного программного обеспечения. Тогда же определённое распространение получила технология Java-апплетов — графических Java-приложений, встраиваемых в веб-страницы; с развитием возможностей динамических веб-страниц в 2000-е годы технология стала применяться редко.";False
44;C++;Компилируемый, статически типизированный язык программирования общего назначения.;Язык возник в начале 1980-х годов, когда сотрудник фирмы Bell Labs Бьёрн Страуструп придумал ряд усовершенствований к языку C под собственные нужды. Когда в конце 1970-х годов Страуструп начал работать в Bell Labs над задачами теории очередей (в приложении к моделированию телефонных вызовов), он обнаружил, что попытки применения существующих в то время языков моделирования оказываются неэффективными, а применение высокоэффективных машинных языков слишком сложно из-за их ограниченной выразительности. Вспомнив опыт своей диссертации, Страуструп решил дополнить язык C (преемник BCPL) возможностями, имеющимися в языке Симула.;False
45;C#;Объектно-ориентированный язык программирования общего назначения.;"""Разработан в 1998—2001 годах группой инженеров компании Microsoft под руководством Андерса Хейлсберга и Скотта Вильтаумота[6] как язык разработки приложений для платформы Microsoft .NET Framework и .NET Core. Впоследствии был стандартизирован как ECMA-334 и ISO/IEC 23270.";False
46;Python;Высокоуровневый язык программирования общего назначения с динамической строгой типизацией и автоматическим управлением памятью, ориентированный на повышение производительности разработчика, читаемости кода и его качества, а также на обеспечение переносимости написанных на нём программ.;Задумка по реализации языка появилась в конце 1980-х годов, а разработка его реализации началась в 1989 году сотрудником голландского института CWI Гвидо ван Россумом. Для распределённой операционной системы Amoeba требовался расширяемый скриптовый язык, и Гвидо начал разрабатывать Python на досуге, позаимствовав некоторые наработки для языка ABC (Гвидо участвовал в разработке этого языка, ориентированного на обучение программированию). В феврале 1991 года Гвидо опубликовал исходный текст в группе новостей alt.sources. С самого начала Python проектировался как объектно-ориентированный язык.;False
47;PHP;C-подобный скриптовый язык общего назначения, интенсивно применяемый для разработки веб-приложений.;"""В 1994 году датский программист Расмус Лердорф создал набор скриптов на Perl/CGI для вывода и учёта посетителей его онлайн-резюме, обрабатывающий шаблоны HTML-документов. Лердорф назвал набор Personal Home Page (Личная Домашняя Страница).";False
48;JavaScript;Мультипарадигменный язык программирования. Поддерживает объектно-ориентированный, императивный и функциональный стили. Является реализацией спецификации ECMAScript (стандарт ECMA-262).;"""Самая первая реализация JavaScript была создана Бренданом Эйхом (англ. Brendan Eich) в компании Netscape, и с тех пор обновляется, чтобы соответствовать ECMA-262 Edition 5 и более поздним версиям. Этот движок называется SpiderMonkey и реализован на языке C/C++. Движок Rhino создан Норрисом Бойдом (англ. Norris Boyd) и реализован на языке Java. Как и SpiderMonkey, Rhino соответствует ECMA-262 Edition 5.";False
49;Perl;Высокоуровневый интерпретируемый динамический язык программирования общего назначения, созданный Ларри Уоллом, лингвистом по образованию.;"""Ларри Уолл начал разработку Perl в 1987 году, когда работал программистом в Unisys. Версия 1.0 была выпущена и анонсирована в новостной группе comp.sources.misc 18 декабря 1987 года как «„замена“ для awk и sed».";False
50;Ruby;Динамический, рефлективный, интерпретируемый высокоуровневый язык программирования.;"""Создатель Ruby — Юкихиро Мацумото (Matz) — интересовался языками программирования, ещё будучи студентом, но идея о разработке нового языка появилась позже. Ruby начал разрабатываться 23 февраля 1993 года и вышел в свет в 1995 году.";False
51;Swift;Открытый мультипарадигмальный компилируемый язык программирования общего назначения, разработанный и поддерживаемый компанией Apple.;"""Разработка текущего варианта языка Swift была начата в 2010 году Крисом Латтнером, руководителем отдела разработки инструментов для создания программного обеспечения Apple и одним из основных разработчиков LLVM. Swift заимствовал идеи из «Objective-C, Rust, Haskell, Ruby, Python, C#, CLU, и ещё из стольких многих языков, что сложно перечислить». Первоначально для нового языка использовали название Shin.";False
52;Go;Компилируемый многопоточный язык программирования, разработанный внутри компании Google.;Разработка Go началась в сентябре 2007 года, его непосредственным проектированием занимались Роберт Гризмер, Роб Пайк и Кен Томпсон, занимавшиеся до этого проектом разработки операционной системы Inferno. Официально язык был представлен в ноябре 2009 года.;False
53;SQL;Декларативный язык программирования, применяемый для создания, модификации и управления данными в реляционной базе данных, управляемой соответствующей системой управления базами данных.;"""В начале 1970-х годов в одной из исследовательских лабораторий компании IBM была разработана экспериментальная реляционная СУБД IBM System R, для которой затем был создан специальный язык SEQUEL, позволявший относительно просто управлять данными в этой СУБД.";False
54;Язык программирования;Формальный язык, предназначенный для записи компьютерных программ. Язык программирования определяет набор лексических, синтаксических и семантических правил, определяющих внешний вид программы и действия, которые выполнит исполнитель (обычно — ЭВМ) под её управлением.;Со времени создания первых программируемых машин человечество придумало более восьми тысяч языков программирования (включая эзотерические, визуальные и игрушечные). Каждый год их число увеличивается. Некоторыми языками умеет пользоваться только небольшое число их собственных разработчиков, другие становятся известны миллионам людей. Профессиональные программисты могут владеть несколькими языками программирования.;False
55;Исходный код;Набор инструкций, написанных программистом на языке программирования. После написания кода транслируется в машинный код (двоичный) при помощи компилятора. Исходный код это всего лишь состояние программы, чтобы программист мог читать и изменять поведение программы.;;False
56;Библиотека;Коллекция предопределенных функций или шаблонов, которые программа может использовать. Библиотеки полезны для применения каких-то общих функций для разных программ, потому что одну библиотеку может использовать сразу множество различных приложений.;;False
57;Ошибка (Bug);Общий термин, используемый для обозначения непредвиденной ошибки или дефекта в аппаратном или программном обеспечении, что приводит к его неисправности.;;False
58;Символ (Char);Единица отображения информации, равная одной букве или символу.;Значением переменной char может быть любое однозначное значение, например «a», «1», «$» и «X». Это определение характера опирается на общее определение символа как единой единицы письменного языка. Однако char как аббревиатура является зарезервированным ключевым словом в таких языках, как C, C ++, C # и Java.;False
59;ООП;Объектно-ориентированное программирование - модель, определяемая программистами, которые вращаются вокруг объектов и данных, а не «действий» и «логики».;ООП определяется не только тип данных структуры данных, но и типы функций, которые могут быть применены к ней. Благодаря этому структура данных становится объектом, состоящим из данных и функций. К языкам, использующим концепции ООП, относятся Java, Python, C++, C#, Ruby и т. д.;False
60;Класс (Class);В объектно-ориентированном программировании, представляет собой шаблон для создания объектов, обеспечивающий начальные значения состояний: инициализация полей-переменных и реализация поведения функций или методов.;Классы и возможность создавать новые классы делают ООП мощной и гибкой моделью программирования. Например, может существовать класс с именем shape, который содержит объекты, представляющие собой треугольники, пятиугольники, квадрат и круг.;False
61;Объект;Комбинация связанных переменных, констант и других структур данных, которые могут выбираться и обрабатываться вместе. Объект может включать в себя фигуры, которые появляются на экране, или возраст учеников в школе.;;False
62;Интерфейс командной строки;Пользовательский интерфейс на основе текста.;Пользовательский интерфейс используется для просмотра и управления компьютерными файлами. Интерфейсы командной строки также называются пользовательскими интерфейсами командной строки, консольными пользовательскими интерфейсами и символьными пользовательскими интерфейсами. В начале 1960-х и в течение 1970-х и 1980-х интерфейс командной строки был основным средством взаимодействия с большинством компьютеров на терминалах.;False
63;Компиляция;Процесс создания исполняемой программы с помощью кода, написанного на скомпилированном языке программирования, называется компиляцией.;Благодаря компиляции компьютер может понимать и запускать программу без использования программного обеспечения для ее создания. Компилятор — это программа, которая переводит компьютерные программы, написанные с использованием букв, цифр и символов, в программу на машинном языке. Пример компилятора на C++.;False
64;Условные выражения;Функции языка программирования, которые помогают коду сделать выбор и привести к ИСТИНЕ или ЛЖИ.;Они выполняют различные действия в зависимости от потребностей программиста, и несколько условий могут быть объединены в одно условие, если конечное значение условия равно TRUE или FALSE. Примерами условных выражений являются «IF», ??«IF-Else», «While» и «Else-If».;False
65;Константы;Термин, используемый для описания значения, которое не изменяется во время выполнения программы, в отличие от переменной.;Константа не может быть изменена и останется фиксированной, а переменная может быть числом, символом и строкой, изменяя своё значение.;False
66;Типы данных;Классификация данных определенного типа.;Компьютер использует специальные внутренние коды для различения различных типов данных, которые он получает и обрабатывает. Наиболее распространенные типы данных включают в себя целочисленный тип, который представляет собой числа, тип данных с плавающей запятой, который представляет собой десятичное число, логические значения, которые имеют значение ИСТИНА или ЛОЖЬ, и символьный тип данных, который является алфавитом.;False
67;Массив (Array);Списки или группы схожих типов значений данных, которые группируются.;Все значения в массиве имеют один и тот же тип данных и различаются только по их положению в массиве. Например, возраст всех учеников в классе может быть массивом, поскольку все они будут числами. Точно так же, имя каждого ученика в классе будет массивом, поскольку все они будут иметь тип данных символа.;False
68;Объявление;Включает в себя указание идентификатора, типа, а также других аспектов элементов языка, например, переменных и функций.;"Объявление используется, чтобы уведомить компилятор о существовании элемента; это весьма важно для многих языков (например, таких как Си), требующих объявления переменных перед их использованием.";False
69;Исключение (Exception);Особое, неожиданное и аномальное состояние, возникающее во время выполнения программы, называется исключением.;Это также можно назвать ошибкой или условием, которое изменяет путь программы или микропроцессора на другой путь. Примером исключения может быть случай, когда программа пытается загрузить файл с диска, но файл не существует. Исключения должны быть обработаны и устранены в программном коде, чтобы избежать любой фатальной ошибки.;False
70;Выражение;Выражение является допустимой группой букв, символов и цифр, используемых для представления значения одной или нескольких переменных.;Выражения широко используются в ряде языков программирования и во многих других программах, каждая из которых имеет свой собственный набор допустимых и запрещенных выражений. Каждое выражение содержит один или несколько операндов (объекты, которыми манипулируют) и операторы (символы, представляющие действия).;False
71;Жесткий код;Код, который вряд ли изменится.;Закодированные функции встроены в аппаратное или программное обеспечение таким образом, чтобы их нельзя было изменить позже. Например, если размер шрифта 10 жестко задан в программном обеспечении, он может не изменяться в течение длительного времени.;False
72;Цикл;Последовательность инструкций, которые повторяют один и тот же процесс снова и снова, пока не будет выполнено условие и он не получит команду на остановку.;В цикле программа задает вопрос, и если ответ указывает программе выполнить действие, действие выполняется, и цикл запускается снова, выполняя ту же задачу. Он работает до тех пор, пока ответ не станет таким, что никаких действий не требуется, и код может продолжаться дальше. Циклы считаются одним из самых основных и мощных понятий в программировании.;False
73;Бесконечный цикл;Непрерывное повторение фрагмента программы, которое является вечным. Это происходит главным образом из-за условных операторов и функций, которые перенаправляют код обратно во фрагмент, делая его бесконечным.;;False
74;Итерация;Один шаг итерационного, циклического процесса.;Одной из форм итераций в компьютерном программировании является использование циклов. Цикл будет повторять определенный сегмент кода, пока не будет выполнено условие, и он может продолжаться дальше. Каждый раз, когда компьютер запускает цикл, он называется итерацией. Проще говоря, итерация — это процесс повторения определенного фрагмента кода снова и снова для выполнения определенного действия.;False
75;Ключевые слова;Слова, зарезервированные языком программирования или программой, поскольку они имеют особое значение, называются ключевыми словами.;Каждый язык программирования имеет набор зарезервированных ключевых слов (также называемых зарезервированными именами), которые нельзя использовать в качестве имен переменных. Некоторые ключевые слова на языке «C» — это «return», «while», «if», «static», «continue» и «default».;False
76;Нуль (Null);Отсутствие какой-либо ценности.;Нулевой символ — это программный код, который представляет символ без значения, пропущенного значения или конца строки символов. Если мы укажем $ val1 = ”” и $ val2 = «1», $ val1 имеет нулевое значение.;False
77;Операнд;Термин, используемый для обозначения объектов, которыми можно манипулировать, используя различные операторы.;В выражении «A + F + Q», «A», «F» и «Q» являются операндами.;False
78;Оператор;Термин, используемый для обозначения объекта, который может манипулировать различными операндами.;В выражении «A + F - Q» операторы «+» и «-». Примерами различных операторов являются + (сложение), - (уменьшение), = (равно), != (Не равно) и >= (больше или равно).;False
79;Переменная;Место, в котором хранятся временные данные в программе, которые могут быть изменены, сохранены и отображены при необходимости.;Например, если у нас есть целочисленная переменная с именем XYZ, и она хранит значение 10. Если переменная снова инициируется с другим значением, она будет хранить новое значение. Поэтому, если реализовано XYZ = 9, переменная location XYZ отбрасывает значение 10 и сохраняет новое значение, равное 9.;False
80;Указатель;Переменная, которая содержит адрес места в памяти.;Местоположение — это начальная точка объекта, такого как элемент массива или целое число. Использование указателей повышает производительность программы, поскольку дешевле копировать и разыменовывать указатели во времени и пространстве, чем копировать и получать доступ к данным, на которые ссылается указатель.;False
81;Язык высокого уровня;Формализованная семантическая система, максимально приближенная к обычному человеческому языку или иным привычным знаковым системам (например, математическим формулам).;Язык высокого уровня в минимальной степени привязан к процессору или операционной системе и направлен на то, чтобы программист сосредоточился на решении поставленной задачи, не отвлекаясь на особенности устройства компьютера.;False
82;Язык низкого уровня;Язык, который очень близок к машинному языку и обеспечивает небольшую абстракцию концепций программирования.;Языки низкого уровня ближе к аппаратному, чем человеческие языки. Наиболее распространенными примерами языков низкого уровня являются ассемблер и машинный код.;False
83;Машинный язык;Язык программирования самого низкого уровня, состоящим из двоичных цифр или битов, которые считываются компьютерами.;Машинный язык — единственный язык, который понимают компьютеры. Поскольку оно состоит только из цифр, они не могут быть поняты людьми. Поэтому программисты пишут код на языке высокого уровня, который затем переводится компилятором на язык ассемблера или машинный язык, который затем конвертируется в машинный язык ассемблером.;False
84;Пакет;Организованный модуль связанных интерфейсов и классов.;Пакеты используются для организации классов, которые принадлежат к той же категории или предоставляют соответствующие функциональные возможности.;False
85;Время выполнения;Период времени, в течение которого программа фактически выполняется на компьютере.;Если операция происходит во время выполнения, она происходит во время выполнения программы или в тот момент, когда она начинает выполняться. Время выполнения является частью жизненного цикла программы, и оно обозначает время между началом работы программы и до ее закрытия ОС или пользователем.;False
86;Синтаксис;Набор правил, которые объясняют, как писать код на том или ином языке. Они показывают, как располагать и сочетать друг с другом команды, какие использовать символы, как структурировать записи и так далее.;Многие языки программирования имеют много общих функций и возможностей, но они различаются по синтаксису. Без правильного использования синтаксиса невозможно написать исполняемую программу, и неправильный синтаксис приведет к множеству ошибок.;False
87;Токен;Наименьшая отдельная единица в программе, часто ссылающаяся на часть гораздо большего фрагмента данных.;"Например, если человека зовут Джон Томас Вуд, его можно разбить на токены; «Джон», «Томас» и «Вуд». Затем программист может использовать только ту часть или токен, который они хотят. Токены подразделяются на ключевые слова, идентификаторы, литералы, операторы и знаки препинания.";False
88;Функция;Фрагмент программного кода, к которому можно обратиться из другого места программы.;Функция может принимать параметры и должна возвращать некоторое значение, возможно пустое. Функции, которые возвращают пустое значение, часто называют процедурами. В некоторых языках программирования объявления функций и процедур имеют различный синтаксис, в частности, могут использоваться различные ключевые слова.;False
89;Парадигма разработки;Набор правил и критериев, соблюдаемых разработчиками, чтобы выдержать конкретную стилистику и модель написания кода.;Единая парадигма помогает избегать ошибок, упрощает работу в команде и ускоряет разработку. Ориентируясь на одну парадигму, можно корректно структурировать код приложения, зная четкие правила, выбранные командой, которая работает над конкретным проектом.;False
90;Методы;Функции, описанные внутри объекта или класса. Они относятся к конкретному объекту и позволяют взаимодействовать с ними или другими частями кода.;;False
91;Атрибуты (в ООП);Конкретные характеристики объекта.;;False
92;Инкапсуляция;Принцип, который гласит, что вся важная информация, необходимая для работы объекта, в нем же и хранится. И только определенные данные доступны для внешних функций и объектов.;"""Данные конкретного объекта или класса хранятся в пределах этого объекта или класса. Вносить в них изменения, используя другие классы, нельзя. У окружения есть право только запрашивать «публичные» методы и атрибуты.";False
93;Наследование;Концепция объектно-ориентированного программирования, согласно которой абстрактный тип данных может наследовать данные и функциональность некоторого существующего типа, способствуя повторному использованию компонентов программного обеспечения.;"""Чтобы не создавать кучу одинаковых объектов или классов, можно создать класс над классами с более общими характеристики и функциями, а потом постепенно наследовать от него те или иные возможности.";False
94;Абстракция;Использование только тех характеристик объекта, которые с достаточной точностью представляют его в данной системе.;Основная идея состоит в том, чтобы представить объект минимальным набором полей и методов и при этом с достаточной точностью для решаемой задачи.;False
95;Полиморфизм;Способность функции обрабатывать данные разных типов.;;False
